Hourly Date Time,Account Number,GL Balance,Ihub Balance,difference,BranchAU,CompanyCode,Classification,Anomaly
2025-01-01 00:00:00,1,4925.066924507598,5041.991390658592,-116.9244661509938,1,44,Balance turned negative,Yes
2025-01-01 00:00:00,1,2393.7244987541867,3285.474282924437,-891.7497841702502,2,6,consistent decrease in difference,No
2025-01-01 00:00:00,1,9671.074363725887,6113.632425594549,3557.4419381313382,3,21,consistent increase in difference,No
2025-01-01 00:00:00,1,7101.24683199756,7079.778340313372,21.46849168418794,4,8,consistent decrease in difference,No
2025-01-01 00:00:00,1,8872.192970378344,9081.107921792172,-208.91495141382802,5,50,consistent decrease in difference,No
2025-01-01 00:00:00,1,7350.992549519737,14125.956100774929,-6774.963551255192,6,36,consistent decrease in difference,No
2025-01-01 00:00:00,1,6534.742329422136,6561.466716170786,-26.724386748649522,7,44,consistent increase in difference,No
2025-01-01 00:00:00,1,4396.125139501056,4370.694211930307,25.43092757074919,8,13,Sudden spike in Difference due to GL Balance,Yes
2025-01-01 00:00:00,1,9410.800268342768,11517.064746098737,-2106.264477755969,9,2,consistent decrease in difference,No
2025-01-01 00:00:00,1,8070.3429063232015,8102.475467400241,-32.1325610770391,10,45,consistent increase in difference,No
2025-01-01 00:00:00,1,5864.476183908932,6171.076831380747,-306.6006474718142,11,6,consistent decrease in difference,No
2025-01-01 00:00:00,1,1297.274873511295,7106.860947782807,-5809.586074271512,12,37,consistent decrease in difference,No
2025-01-01 00:00:00,1,5528.185418348408,5471.29133715774,56.89408119066866,13,23,consistent increase in difference,No
2025-01-01 00:00:00,1,6906.347851461128,6385.509964200799,520.8378872603289,14,24,consistent increase in difference,No
2025-01-01 00:00:00,1,1898.3096064111892,13932.998215746162,-12034.688609334973,15,44,consistent decrease in difference,No
2025-01-01 00:00:00,1,6025.387111135798,5962.599257303497,62.78785383230024,16,21,consistent increase in difference,No
2025-01-01 00:00:00,1,8489.89940888577,7731.926589276238,757.972819609533,17,6,consistent increase in difference,No
2025-01-01 00:00:00,1,5397.645304059807,8427.385276324656,-3029.739972264849,18,40,consistent decrease in difference,No
2025-01-01 00:00:00,1,2577.2447874689638,2682.3205871074347,-105.07579963847093,19,16,consistent increase in difference,No
2025-01-01 00:00:00,1,8357.306166496932,9316.074151012459,-958.7679845155271,20,30,consistent decrease in difference,No
2025-01-01 00:00:00,1,3812.9045909224756,11692.577730225406,-7879.673139302931,21,30,consistent decrease in difference,No
2025-01-01 00:00:00,1,8244.028866271989,8241.20355158915,2.8253146828392346,22,19,Consistent,No
2025-01-01 00:00:00,1,7668.552428459588,7149.000833667911,519.5515947916765,23,33,consistent increase in difference,No
2025-01-01 00:00:00,1,8567.697533998347,6258.579702472826,2309.117831525521,24,21,consistent increase in difference,No
2025-01-01 00:00:00,1,7259.64494779802,7338.181068626928,-78.53612082890777,25,34,consistent decrease in difference,No
2025-01-01 00:00:00,1,6581.986592553469,6933.285103716975,-351.2985111635062,26,24,consistent decrease in difference,No
2025-01-01 00:00:00,1,5048.094549206568,11570.468186304442,-6522.373637097874,27,7,consistent decrease in difference,No
2025-01-01 00:00:00,1,9510.225430228817,9470.689375674534,39.5360545542826,28,37,consistent increase in difference,No
2025-01-01 00:00:00,1,8520.655245395295,8882.53675926323,-361.8815138679347,29,13,consistent decrease in difference,No
2025-01-01 00:00:00,1,8196.02985030254,13515.627984838147,-5319.598134535607,30,36,consistent decrease in difference,No
2025-01-01 00:00:00,1,9202.914893202707,9223.42073721059,-20.505844007882843,31,37,consistent increase in difference,No
2025-01-01 00:00:00,1,6924.089563640541,6684.508612146316,239.5809514942248,32,42,consistent increase in difference,No
